Name,Location,Price,Area,Rooms,Interior
Flat Hendrik van Deventerstraat,2563 XS Den Haag (Valkenboskwartier),"€2,500 per month",90 m²,1 room,Upholstered or furnished
Flat Esperantostraat,2518 LJ Den Haag (Rond de Energiecentrale),"€1,335 per month",30 m²,1 room,Furnished
Flat Nassauplein 20 B,2585 EC Den Haag (Archipelbuurt),"€3,250 per month",60 m²,2 rooms,Furnished
Flat Boekweitkamp,2592 XT Den Haag (Kampen),"€2,175 per month",80 m²,3 rooms,
House Waterlandsingel 106,2548 ST Den Haag (Parkbuurt oosteinde),"€2,850 per month",177 m²,4 rooms,Furnished
House Frankenslag 400,2582 JC Den Haag (Statenkwartier),"€7,000 per month",290 m²,7 rooms,Upholstered
Flat Prinsegracht,2512 EW Den Haag (Kortenbos),"€2,550 per month",115 m²,3 rooms,Furnished
Flat Grote Halstraat,2513 AX Den Haag (Kortenbos),"€2,650 per month",94 m²,3 rooms,Furnished
Flat Veenendaalkade,2547 AX Den Haag (Leyenburg),"€1,394 per month",59 m²,3 rooms,Upholstered
Flat Monstersestraat,2512 PA Den Haag (Schildersbuurt-West),"€2,395 per month",90 m²,4 rooms,Furnished
Flat Dirk Hoogenraadstraat,2586 TL Den Haag (Scheveningen Badplaats),"€1,949 per month",78 m²,3 rooms,Furnished
Flat Maanplein,2516 CK Den Haag (Binckhorst),"€2,200 per month",107 m²,4 rooms,
Flat De Savornin Lohmanlaan,2566 AJ Den Haag (Bosjes van Pex),"€2,195 per month",127 m²,5 rooms,Furnished
House Boswinde 135,2496 WH Den Haag (Bosweide),"€4,000 per month",217 m²,4 rooms,Furnished
Flat Oude Molstraat,2513 BB Den Haag (Kortenbos),"€2,749 per month",135 m²,3 rooms,Furnished
Flat Columbusstraat,2561 AT Den Haag (Koningsplein en omgeving),"€2,895 per month",154 m²,5 rooms,Furnished
Flat Van Bylandtstraat,2562 GG Den Haag (Koningsplein en omgeving),"€2,395 per month",100 m²,3 rooms,Furnished
Flat Thorbeckelaan,2564 CB Den Haag (Vruchtenbuurt),"€2,499 per month",185 m²,7 rooms,Upholstered
House Van Diemenstraat,2518 VA Den Haag (Zeeheldenkwartier),"€3,995 per month",235 m²,5 rooms,Furnished
Flat Westduinweg 126 B,2583 AC Den Haag (Vissershaven),"€2,950 per month",141 m²,6 rooms,Upholstered
Flat Nieuwe Parklaan 147,2587 BS Den Haag (Rijslag),"€4,500 per month",230 m²,4 rooms,Furnished
House Alkmaarsestraat 18 A,2587 RN Den Haag (Belgisch Park),"€4,250 per month",187 m²,6 rooms,Upholstered
Flat Bagijnestraat 18 B,2511 CK Den Haag (Uilebomen),"€2,750 per month",108 m²,3 rooms,
Flat Bagijnestraat 16 B,2511 CK Den Haag (Uilebomen),"€2,295 per month",79 m²,3 rooms,
Flat Antonie Duyckstraat,2582 TJ Den Haag (Statenkwartier),"€4,495 per month",201 m²,6 rooms,Upholstered
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),"€3,295 per month",40 m²,2 rooms,Furnished
Flat Plaats,2513 AD Den Haag (Voorhout),"€1,995 per month",90 m²,3 rooms,Upholstered
House Kopvoornvijver 12,2492 ML Den Haag (De Vissen),"€3,750 per month",160 m²,4 rooms,Furnished
Flat Van Hogenhoucklaan,2596 TA Den Haag (Arendsdorp),"€2,650 per month",94 m²,3 rooms,Furnished
Flat Witte de Withstraat,2518 CN Den Haag (Zeeheldenkwartier),"€2,495 per month",78 m²,2 rooms,Furnished
Flat Pahudstraat,2593 TH Den Haag (Bezuidenhout-Oost),"€1,794 per month",72 m²,3 rooms,Furnished
Flat Sophialaan 6 D,2514 JP Den Haag (Willemspark),"€5,000 per month",150 m²,3 rooms,Furnished
Flat Prinsestraat,2513 CB Den Haag (Kortenbos),"€2,495 per month",75 m²,3 rooms,Furnished
Flat Vondelstraat,2513 EX Den Haag (Zeeheldenkwartier),"€2,995 per month",90 m²,4 rooms,
Flat Joan Maetsuyckerstraat,2593 ZP Den Haag (Bezuidenhout-Oost),"€1,694 per month",85 m²,2 rooms,Furnished
Flat Pieterstraat,2513 BX Den Haag (Kortenbos),"€2,100 per month",80 m²,2 rooms,Furnished
Flat Thorbeckelaan 334 D,2564 BZ Den Haag (Rosenburg),"€2,600 per month",115 m²,3 rooms,Upholstered or furnished
Flat Bezuidenhoutseweg,2594 AC Den Haag (Bezuidenhout-West),"€3,495 per month",149 m²,4 rooms,Upholstered or furnished
Flat Zeekant,2586 JH Den Haag (Belgisch Park),"€4,500 per month",148 m²,4 rooms,Upholstered
Flat Rederserf,2586 KM Den Haag (Scheveningen Badplaats),"€2,495 per month",116 m²,4 rooms,Furnished
Flat Kepplerstraat,2562 VV Den Haag (Koningsplein en omgeving),"€1,750 per month",70 m²,3 rooms,Furnished
Flat Dr. Lelykade 196,2583 CN Den Haag (Vissershaven),"€6,000 per month",153 m²,6 rooms,Upholstered
House Van der Stoklaan,2493 BX Den Haag (De Lanen),"€2,499 per month",125 m²,5 rooms,Upholstered
Flat Suezkade,2517 CC Den Haag (Sweelinckplein en omgeving),"€3,195 per month",145 m²,5 rooms,
Flat Gevers Deynootweg,2586 BV Den Haag (Belgisch Park),"€2,995 per month",117 m²,4 rooms,Furnished
Flat Snelliusstraat,2517 RH Den Haag (Sweelinckplein en omgeving),"€3,295 per month",131 m²,4 rooms,
Flat Kazernestraat,2514 CS Den Haag (Voorhout),"€3,750 per month",138 m²,3 rooms,
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),"€2,695 per month",40 m²,2 rooms,Furnished
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),"€2,700 per month",40 m²,2 rooms,Furnished
House M. Vasalishof 10,2548 BC Den Haag (Erasmus Veld),"€3,250 per month",152 m²,5 rooms,Upholstered
Flat Van Alkemadelaan,2597 BL Den Haag (Duttendel),"€2,099 per month",95 m²,3 rooms,Furnished
Flat Badhuisweg,2587 CG Den Haag (Belgisch Park),"€2,249 per month",91 m²,3 rooms,Furnished
Flat Zeestraat,2518 DH Den Haag (Willemspark),Price on request,163 m²,4 rooms,Furnished
House Bakkersstraat,2513 TJ Den Haag (Kortenbos),"€4,700 per month",242 m²,7 rooms,Furnished
Flat Valkenboskade 613,2563 JG Den Haag (Bomenbuurt),"€3,500 per month",193 m²,5 rooms,Furnished
Flat 2e Sweelinckstraat,2517 GW Den Haag (Stadhoudersplantsoen),"€2,700 per month",105 m²,4 rooms,Furnished
Flat Van der Heimstraat,2582 SB Den Haag (Statenkwartier),"€3,750 per month",130 m²,4 rooms,
Flat Riouwstraat 62 B,2585 HD Den Haag (Archipelbuurt),"€3,750 per month",160 m²,4 rooms,
House Vondelstraat,2513 EV Den Haag (Zeeheldenkwartier),"€3,500 per month",150 m²,5 rooms,
Flat Westeinde,2512 HD Den Haag (Kortenbos),"€2,190 per month",60 m²,3 rooms,Upholstered
House Van Beverningkstraat,2582 VE Den Haag (Statenkwartier),"€4,975 per month",226 m²,8 rooms,Upholstered
Flat Gentsestraat,2587 HT Den Haag (Belgisch Park),"€1,950 per month",65 m²,3 rooms,Furnished
Flat Copernicuslaan,2561 VA Den Haag (Valkenboskwartier),"€2,895 per month",155 m²,5 rooms,
Flat Zwolsestraat,2587 WD Den Haag (Belgisch Park),"€2,295 per month",100 m²,3 rooms,Furnished
Flat Usselincxstraat,2593 VJ Den Haag (Bezuidenhout-Oost),"€2,995 per month",140 m²,6 rooms,Furnished
House Paulus Potterstraat 56,2526 TD Den Haag (Schildersbuurt-Noord),"€2,750 per month",123 m²,5 rooms,Upholstered
Flat Bonistraat,2585 SZ Den Haag (Archipelbuurt),"€2,295 per month",80 m²,3 rooms,Furnished
Flat Oranjestraat,2514 JB Den Haag (Voorhout),"€2,595 per month",80 m²,3 rooms,
Flat Dr. Lelykade,2583 CP Den Haag (Vissershaven),"€3,200 per month",170 m²,4 rooms,Furnished
Flat Denneweg,2514 CG Den Haag (Voorhout),"€2,550 per month",115 m²,3 rooms,Upholstered
Flat Kepplerstraat,2562 VX Den Haag (Valkenboskwartier),"€2,295 per month",90 m²,3 rooms,
Flat Anna Paulownastraat,2518 BD Den Haag (Zeeheldenkwartier),"€4,800 per month",183 m²,4 rooms,Upholstered
Flat Grote Marktstraat 40,2511 BJ Den Haag (Zuidwal),"€2,250 per month",31 m²,1 room,
Flat Esmoreitplein 9,2531 EH Den Haag (Moerwijk-Noord),"€2,750 per month",168 m²,6 rooms,Upholstered
Flat Wijnhaven 6,2511 GA Den Haag (Uilebomen),"€3,600 per month",30 m²,1 room,Furnished
Flat Schenkkade,2595 AT Den Haag (Bezuidenhout-Midden),"€3,195 per month",130 m²,5 rooms,Furnished
Flat Van Hogenhoucklaan,2596 TA Den Haag (Arendsdorp),"€3,500 per month",120 m²,4 rooms,Furnished
Flat Van den Boschstraat,2595 AH Den Haag (Bezuidenhout-West),"€2,795 per month",75 m²,3 rooms,Furnished
House Trezoriersdreef,2542 KP Den Haag (Dreven en Gaarden),"€2,995 per month",125 m²,5 rooms,
Flat Elandstraat,2513 GL Den Haag (Zeeheldenkwartier),"€2,795 per month",75 m²,3 rooms,Furnished
Flat Vondelstraat,2513 EP Den Haag (Zeeheldenkwartier),"€2,650 per month",95 m²,3 rooms,
Flat Usselincxstraat,2593 VK Den Haag (Bezuidenhout-Oost),"€2,595 per month",75 m²,3 rooms,Furnished
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),"€2,895 per month",40 m²,2 rooms,Furnished
Flat Laan van Meerdervoort,2563 AN Den Haag (Bomenbuurt),"€1,995 per month",40 m²,2 rooms,Furnished
House Lippe-Biesterfeldweg,2552 EC Den Haag (Kom Loosduinen),"€3,295 per month",175 m²,5 rooms,Furnished
House Gravin Margarethalaan 15 B,2553 GT Den Haag (Kraayenstein en Vroondaal),"€7,950 per month",424 m²,7 rooms,Upholstered
Studio Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),"€3,000 per month",30 m²,1 room,Furnished
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),"€5,700 per month",79 m²,3 rooms,Furnished
Flat Hellingweg 72 A,2583 WH Den Haag (Vissershaven),"€5,800 per month",170 m²,4 rooms,Furnished
