Name,Location,Price,Area,Rooms,Interior
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,325 per month",50 m²,1 room,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Abraham Kuyperlaan,3038 PD Rotterdam (Bergpolder),"€1,795 per month",50 m²,1 room,Furnished
Flat K.P. van der Mandelelaan,3062 MB Rotterdam (Kralingen Oost),€670 per month,26 m²,1 room,
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat K.P. van der Mandelelaan,3062 MB Rotterdam (Kralingen Oost),"€1,450 per month",41 m²,2 rooms,
Flat 's-Gravenweg 663,3065 SC Rotterdam ('s-Gravenland),"€3,300 per month",60 m²,3 rooms,Furnished
Flat Sint-Jobskade,3024 EN Rotterdam (Schiemond),"€2,095 per month",97 m²,4 rooms,Upholstered
Flat Paradijslaan,3034 ST Rotterdam (Nieuw Crooswijk),"€1,925 per month",76 m²,3 rooms,Upholstered
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,875 per month",51 m²,1 room,Furnished
Flat G.H. Betzweg,3068 AZ Rotterdam (Oosterflank),"€1,660 per month",43 m²,2 rooms,Furnished
Flat G.H. Betzweg,3068 AZ Rotterdam (Oosterflank),"€2,285 per month",67 m²,3 rooms,Furnished
Flat Brouwhuisstraat,3071 JE Rotterdam (Feijenoord),"€2,750 per month",83 m²,3 rooms,Furnished
Flat Oostmaaslaan,3063 AP Rotterdam (Struisenburg),"€1,450 per month",70 m²,1 room,Furnished
House Eendrachtsstraat 157 A,3012 XK Rotterdam (Cool),"€2,500 per month",217 m²,5 rooms,Shell
Flat Narcissenstraat,3073 CM Rotterdam (Bloemhof),€925 per month,50 m²,2 rooms,Upholstered
Flat Sint-Jacobsplaats,3011 DD Rotterdam (Stadsdriehoek),"€2,695 per month",68 m²,2 rooms,Furnished
Room Westblaak,3012 KP Rotterdam (Cool),€477 per month,15 m²,1 room,Furnished
Flat Nieuwe Binnenweg 348 A,3023 ES Rotterdam (Nieuwe Westen),"€2,900 per month",165 m²,4 rooms,Upholstered
Flat Westblaak,3012 KP Rotterdam (Cool),€770 per month,40 m²,2 rooms,Furnished
Flat Lisbloemstraat 13 A,3051 TM Rotterdam (Hillegersberg Zuid),"€2,150 per month",76 m²,3 rooms,Furnished
Flat 's-Gravenweg,3065 SC Rotterdam ('s-Gravenland),"€1,395 per month",56 m²,2 rooms,Shell
Flat Baan 34 D 12,3011 CB Rotterdam (Stadsdriehoek),"€1,950 per month",56 m²,2 rooms,Upholstered
Flat Versijdenstraat,3033 TJ Rotterdam (Provenierswijk),€870 per month,39 m²,2 rooms,Upholstered
Flat Stieltjesstraat,3071 JW Rotterdam (Kop van Zuid - Entrepot),"€1,064 per month",30 m²,2 rooms,Shell
Flat Claes de Vrieselaan,3021 JE Rotterdam (Middelland),"€2,945 per month",110 m²,3 rooms,Furnished
Flat Bergselaan 275 D,3038 CD Rotterdam (Bergpolder),"€2,000 per month",94 m²,5 rooms,Upholstered
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€3,200 per month",75 m²,3 rooms,Furnished
House Laan van Avant-Garde,3059 RA Rotterdam (Nesselande),"€2,700 per month",128 m²,5 rooms,Furnished
Flat Diergaardesingel,3014 AH Rotterdam (Oude Westen),"€2,995 per month",136 m²,4 rooms,Upholstered
Studio Lieve Verschuierstraat,3021 ZD Rotterdam (Middelland),€775 per month,18 m²,1 room,Furnished
House Burgemeester Le Fèvre de Montignylaan,3055 NC Rotterdam (Molenlaankwartier),"€3,650 per month",128 m²,5 rooms,Furnished
Flat Eric Kropstraat,3071 AE Rotterdam (Kop van Zuid - Entrepot),"€2,750 per month",140 m²,2 rooms,Furnished
Flat Grote Visserijstraat,3026 CD Rotterdam (Tussendijken),"€1,950 per month",113 m²,3 rooms,Upholstered
Studio Willemsplein 565,3016 DN Rotterdam (Nieuwe Werk),"€2,595 per month",57 m²,1 room,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Piekstraat 263,3071 EL Rotterdam (Feijenoord),"€1,950 per month",71 m²,2 rooms,Upholstered
Flat Theseusstraat,3054 RZ Rotterdam (Hillegersberg Noord),"€3,995 per month",133 m²,4 rooms,Furnished
Flat Jan Pettersonstraat,3077 MN Rotterdam (Oud IJsselmonde),"€2,495 per month",90 m²,3 rooms,Furnished
Flat Laan op Zuid 674,3071 AB Rotterdam (Kop van Zuid - Entrepot),"€2,050 per month",96 m²,4 rooms,Furnished
Flat Tandwielstraat 609,3083 AV Rotterdam (Vreewijk),€870 per month,34 m²,1 room,Upholstered
Flat Claes de Vrieselaan,3021 JA Rotterdam (Middelland),"€1,750 per month",60 m²,2 rooms,Furnished
Flat Sint-Jobstraat,3024 EG Rotterdam (Schiemond),"€1,900 per month",100 m²,2 rooms,Furnished
Flat Wilhelminakade,3072 AP Rotterdam (Kop van Zuid),"€2,674 per month",83 m²,2 rooms,Furnished
Flat Oppert,3011 HV Rotterdam (Stadsdriehoek),"€2,650 per month",95 m²,3 rooms,Furnished
House Paulus Potterstraat,3061 ZW Rotterdam (Kralingen West),"€2,495 per month",113 m²,6 rooms,
House Ribeslaan,3053 MN Rotterdam (Schiebroek),"€2,995 per month",164 m²,6 rooms,Upholstered
Flat Frits Ruysstraat,3061 MC Rotterdam (Kralingen West),"€1,048 per month",50 m²,2 rooms,Furnished
Flat Wilgenplaslaan,3052 SM Rotterdam (Schiebroek),€900 per month,63 m²,2 rooms,
Flat Karl Weisbardstraat,3015 GM Rotterdam (Dijkzigt),"€2,995 per month",68 m²,2 rooms,Furnished
Flat Blaak,3011 GB Rotterdam (Stadsdriehoek),"€1,640 per month",88 m²,3 rooms,
Flat Blaak,3011 GB Rotterdam (Stadsdriehoek),"€1,050 per month",45 m²,2 rooms,
Flat Blaak,3011 GB Rotterdam (Stadsdriehoek),"€1,299 per month",60 m²,2 rooms,
Flat Schieweg,3038 BR Rotterdam (Bergpolder),"€2,495 per month",101 m²,4 rooms,Upholstered
House Wemeldingestraat,3086 JT Rotterdam (Pendrecht),"€3,600 per month",62 m²,6 rooms,Upholstered
Flat Berkelselaan,3037 PD Rotterdam (Liskwartier),"€2,495 per month",119 m²,4 rooms,Furnished
Flat Oudedijk,3061 AB Rotterdam (Kralingen West),"€1,649 per month",65 m²,1 room,Furnished
Flat Diogenesstraat,3076 AC Rotterdam (Lombardijen),€999 per month,70 m²,4 rooms,
Flat Zanglijsterstraat,3084 NT Rotterdam (Zuiderpark),"€1,650 per month",82 m²,3 rooms,Upholstered
Flat Gedempte Zalmhaven 452,3016 DT Rotterdam (Nieuwe Werk),"€9,500 per month",303 m²,5 rooms,Upholstered
Flat Chabotlaan,3055 AG Rotterdam (Molenlaankwartier),"€2,095 per month",83 m²,3 rooms,Upholstered
Studio Westblaak,3012 KP Rotterdam (Cool),€595 per month,23 m²,2 rooms,Furnished
Flat Jan Evertsenplaats,3012 HN Rotterdam (Cool),"€2,594 per month",95 m²,3 rooms,Furnished
Flat Van der Meydestraat,3039 TG Rotterdam (Blijdorp),"€2,150 per month",92 m²,3 rooms,Furnished
House Van der Kloot Meyburgstraat,3067 EP Rotterdam (Het Lage Land),"€2,475 per month",132 m²,4 rooms,Furnished
Flat Baan 44 E,3011 CC Rotterdam (Stadsdriehoek),"€2,095 per month",71 m²,3 rooms,Upholstered
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Westerstraat,3016 DH Rotterdam (Nieuwe Werk),"€2,700 per month",105 m²,4 rooms,Upholstered
Flat Kruisplein,3012 CC Rotterdam (Cool),"€2,500 per month",65 m²,2 rooms,Furnished
Flat Piekstraat,3071 EL Rotterdam (Feijenoord),"€2,750 per month",115 m²,3 rooms,Upholstered
Flat Gedempte Zalmhaven,3016 DT Rotterdam (Nieuwe Werk),"€2,350 per month",87 m²,2 rooms,Upholstered
Flat Gedempte Zalmhaven,3016 DT Rotterdam (Nieuwe Werk),"€2,350 per month",87 m²,2 rooms,Upholstered
Flat Lodewijk Pincoffsweg 390,3071 AS Rotterdam (Kop van Zuid - Entrepot),"€2,600 per month",138 m²,3 rooms,Upholstered
Flat De Lairesselaan,3062 PG Rotterdam (Kralingen Oost),Price on request,74 m²,2 rooms,Furnished
Studio Granadoslaan,3055 RB Rotterdam (Molenlaankwartier),Price on request,36 m²,1 room,Furnished
Flat Watergeusstraat,3025 HS Rotterdam (Bospolder),"€2,350 per month",80 m²,3 rooms,Furnished
Flat Schepenstraat,3039 NA Rotterdam (Blijdorp),"€2,100 per month",68 m²,4 rooms,Furnished
Flat Jufferkade 24,3011 VW Rotterdam (Stadsdriehoek),"€1,995 per month",75 m²,3 rooms,Furnished
House Sophie Redmondstraat 28,3076 DJ Rotterdam (Lombardijen),"€3,495 per month",145 m²,5 rooms,Furnished
Flat Spireastraat,3053 DX Rotterdam (Schiebroek),"€2,700 per month",106 m²,3 rooms,Furnished
Flat Bulgersteyn,3011 AB Rotterdam (Stadsdriehoek),"€2,650 per month",91 m²,3 rooms,Furnished
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€3,300 per month",105 m²,3 rooms,Upholstered
House Gdyniapad,3067 RN Rotterdam (Oosterflank),"€2,300 per month",133 m²,6 rooms,Upholstered
Flat Schiedamsedijk,3011 EM Rotterdam (Stadsdriehoek),"€2,895 per month",90 m²,3 rooms,Furnished
Flat Mauritsplaats,3012 CD Rotterdam (Cool),"€2,000 per month",77 m²,3 rooms,Upholstered or furnished
Flat Rodenrijsestraat 25 A,3037 NB Rotterdam (Liskwartier),"€2,495 per month",90 m²,3 rooms,
Flat Kruiskade,3012 EG Rotterdam (Cool),"€1,625 per month",84 m²,2 rooms,Upholstered
Flat Kruiskade,3012 EG Rotterdam (Cool),"€1,506 per month",81 m²,2 rooms,Upholstered
Flat Sint-Jacobsplaats,3011 DD Rotterdam (Stadsdriehoek),"€2,495 per month",85 m²,3 rooms,Furnished
Flat Boergoensevliet 121 B,3082 KL Rotterdam (Oud Charlois),"€2,195 per month",104 m²,3 rooms,Furnished
Flat Adriaan Kooningsstraat,3077 ML Rotterdam (Oud IJsselmonde),"€2,500 per month",118 m²,3 rooms,Furnished
Flat Goudsesingel 326 D,3011 KJ Rotterdam (Stadsdriehoek),"€2,150 per month",64 m²,2 rooms,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,770 per month",50 m²,1 room,Furnished
Flat Scheepstimmermanslaan,3016 AD Rotterdam (Nieuwe Werk),Price on request,86 m²,3 rooms,Furnished
House Burgemeester Le Fèvre de Montignylaan,3055 NC Rotterdam (Molenlaankwartier),"€3,400 per month",130 m²,5 rooms,
House Bergsingel,3037 GB Rotterdam (Liskwartier),"€2,995 per month",223 m²,8 rooms,Upholstered
Flat Schiekade,3032 AX Rotterdam (Agniesebuurt),"€2,200 per month",87 m²,3 rooms,Upholstered
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Boompjes 624,3011 XZ Rotterdam (Stadsdriehoek),"€2,750 per month",79 m²,3 rooms,Furnished
Flat Korte Hoogstraat 11 B,3011 GJ Rotterdam (Stadsdriehoek),"€2,365 per month",60 m²,2 rooms,Furnished
Flat Abraham Kuyperlaan,3038 PK Rotterdam (Bergpolder),"€2,343 per month",78 m²,2 rooms,Furnished
Flat 's-Gravendijkwal,3021 EA Rotterdam (Middelland),"€1,850 per month",60 m²,3 rooms,Upholstered
Flat Statenweg 123 b 1,3039 HK Rotterdam (Blijdorp),"€1,483 per month",75 m²,3 rooms,Shell
Flat Kruiskade 119 K,3012 EG Rotterdam (Cool),"€2,130 per month",81 m²,3 rooms,Upholstered
Flat Oranjeboomstraat 4 D,3071 BA Rotterdam (Feijenoord),"€1,850 per month",76 m²,2 rooms,Furnished
House Blommersdijkselaan,3036 NC Rotterdam (Oude Noorden),"€2,645 per month",116 m²,4 rooms,Furnished
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€3,200 per month",86 m²,3 rooms,Furnished
Flat Stroveer,3032 GB Rotterdam (Oude Noorden),"€1,750 per month",111 m²,4 rooms,Furnished
Flat Zweedsestraat 133 A 02,3028 TS Rotterdam (Oud Mathenesse),"€1,950 per month",100 m²,4 rooms,
Flat Hondiusstraat,3021 NJ Rotterdam (Middelland),"€1,290 per month",70 m²,3 rooms,Upholstered
Room Miltonstraat,3076 TH Rotterdam (Lombardijen),€513 per month,10 m²,1 room,Upholstered
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€2,695 per month",90 m²,3 rooms,Furnished
Room Admiraal de Ruyterweg 40 E 2,3031 AD Rotterdam (Rubroek),€541 per month,64 m²,1 room,Upholstered
Flat Kruisplein,3012 CC Rotterdam (Cool),"€3,200 per month",71 m²,3 rooms,Furnished
Flat Kruisplein,3012 CC Rotterdam (Cool),"€2,695 per month",89 m²,3 rooms,Furnished
Room Bergweg,3037 EJ Rotterdam (Liskwartier),"€1,294 per month",101 m²,3 rooms,Furnished
Flat Middellandplein,3021 BV Rotterdam (Middelland),"€1,425 per month",35 m²,2 rooms,Furnished
Flat Nolensstraat,3039 PK Rotterdam (Blijdorp),"€1,995 per month",120 m²,4 rooms,Upholstered
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,675 per month",30 m²,1 room,Furnished
Flat Kruiskade,3012 EG Rotterdam (Cool),"€1,925 per month",108 m²,3 rooms,Upholstered
Flat Eendrachtsweg,3012 LB Rotterdam (Cool),"€2,195 per month",134 m²,3 rooms,
Flat Kerkstraat,3054 NC Rotterdam (Hillegersberg Noord),"€2,150 per month",80 m²,3 rooms,Furnished
Flat Delistraat,3072 ZK Rotterdam (Katendrecht),"€2,500 per month",139 m²,4 rooms,Upholstered
Flat Prins Frederikplein,3071 KS Rotterdam (Noordereiland),"€2,350 per month",120 m²,4 rooms,Upholstered
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€1,950 per month",53 m²,2 rooms,Upholstered
Flat Gerard Scholtenstraat,3035 SC Rotterdam (Oude Noorden),"€2,395 per month",95 m²,3 rooms,Furnished
Flat Lloydstraat 102,3024 EA Rotterdam (Schiemond),"€2,650 per month",144 m²,2 rooms,
Flat Bierens de Haanweg,3076 DB Rotterdam (Lombardijen),"€2,495 per month",115 m²,5 rooms,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Abraham Kuyperlaan,3038 PK Rotterdam (Bergpolder),"€1,943 per month",60 m²,2 rooms,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,895 per month",50 m²,1 room,Furnished
Flat Zwart Janstraat,3035 AS Rotterdam (Oude Noorden),"€2,145 per month",50 m²,3 rooms,Upholstered
Flat Burgemeester Meineszlaan,3022 BA Rotterdam (Nieuwe Westen),"€2,050 per month",104 m²,3 rooms,Furnished
Flat Van Vollenhovenstraat,3016 BJ Rotterdam (Nieuwe Werk),"€2,300 per month",70 m²,2 rooms,Furnished
Flat 's-Gravendijkwal,3014 EH Rotterdam (Middelland),"€1,550 per month",32 m²,2 rooms,Upholstered or furnished
Room Oostzeedijk 336 B 9,3063 CC Rotterdam (Struisenburg),€685 per month,15 m²,9 rooms,Upholstered
Flat Houtlaan,3016 DA Rotterdam (Nieuwe Werk),"€5,995 per month",192 m²,5 rooms,Furnished
Flat Kortenaerstraat,3012 VE Rotterdam (Cool),"€1,895 per month",69 m²,2 rooms,Furnished
Flat Kobelaan,3067 MD Rotterdam (Oosterflank),"€2,150 per month",66 m²,3 rooms,Furnished
Flat Tandwielstraat 525,3083 AV Rotterdam (Vreewijk),€780 per month,25 m²,1 room,Furnished
Room Kerkwervesingel 263,3086 HN Rotterdam (Pendrecht),€750 per month,23 m²,1 room,Upholstered
"Studio Diergaardesingel 87 B, kamer 6",3014 HA Rotterdam (Oude Westen),€379 per month,13 m²,1 room,
Flat Schalkeroord,3079 WB Rotterdam (Groot IJsselmonde),"€2,495 per month",80 m²,4 rooms,Furnished
House Diepenbrocklaan 73,3055 WB Rotterdam (Molenlaankwartier),"€3,450 per month",147 m²,6 rooms,Upholstered
Flat Sonmansstraat 126 A-01,3039 DP Rotterdam (Blijdorp),"€2,950 per month",107 m²,4 rooms,Upholstered
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,775 per month",49 m²,1 room,Furnished
Flat Vierambachtsstraat,3023 AT Rotterdam (Nieuwe Westen),"€1,395 per month",35 m²,2 rooms,Furnished
Flat Oostzeedijk,3063 BK Rotterdam (Struisenburg),Price on request,65 m²,4 rooms,Furnished
Flat Prins Frederikplein,3071 KS Rotterdam (Noordereiland),"€2,750 per month",125 m²,4 rooms,Furnished
Flat Roo-Valkstraat,3032 RC Rotterdam (Agniesebuurt),"€3,495 per month",159 m²,4 rooms,Upholstered or furnished
Flat Pampuskade,3077 ZK Rotterdam (Oud IJsselmonde),"€1,875 per month",89 m²,3 rooms,Shell
Flat Vegastraat,3077 BV Rotterdam (Oud IJsselmonde),"€1,995 per month",88 m²,3 rooms,Furnished
House Ribeslaan,3053 MK Rotterdam (Schiebroek),"€2,650 per month",135 m²,6 rooms,Furnished
House Ringvaartweg,3065 AH Rotterdam ('s-Gravenland),"€10,000 per month",347 m²,6 rooms,Furnished
Room Oostzeedijk 334 B 6,3063 CC Rotterdam (Struisenburg),€839 per month,26 m²,1 room,Upholstered
Flat Prinses Margrietlaan,3051 AX Rotterdam (Hillegersberg Zuid),Price on request,113 m²,5 rooms,Furnished
Flat Kralingse Plaslaan 71,3061 BA Rotterdam (Kralingen West),"€2,600 per month",100 m²,3 rooms,Furnished
Flat Jacob van Campenplein,3067 LD Rotterdam (Het Lage Land),€847 per month,80 m²,3 rooms,
Flat 's-Gravensingel,3062 SB Rotterdam (Kralingen Oost),"€2,300 per month",77 m²,3 rooms,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Boompjes,3011 XB Rotterdam (Stadsdriehoek),"€3,300 per month",82 m²,3 rooms,Furnished
House Beverwaardseweg,3077 GB Rotterdam (Beverwaard),"€1,995 per month",120 m²,5 rooms,Furnished
Flat Roo-Valkstraat,3032 RC Rotterdam (Agniesebuurt),"€2,535 per month",149 m²,3 rooms,Upholstered or furnished
Flat Boompjes 630,3011 XZ Rotterdam (Stadsdriehoek),"€2,650 per month",75 m²,3 rooms,Furnished
Flat Gedempte Zalmhaven 523,3011 BT Rotterdam (Stadsdriehoek),"€2,250 per month",104 m²,3 rooms,Furnished
House Saskia Stuivelinglaan 11,3034 KT Rotterdam (Nieuw Crooswijk),"€3,750 per month",174 m²,5 rooms,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,825 per month",50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,775 per month",50 m²,1 room,Furnished
Flat Westblaak,3012 KE Rotterdam (Cool),"€1,980 per month",78 m²,3 rooms,Upholstered
Flat Grotekerkplein,3011 GD Rotterdam (Stadsdriehoek),"€1,495 per month",34 m²,2 rooms,Furnished
Flat Nobelstraat 101 B 01,3039 SL Rotterdam (Blijdorp),"€2,195 per month",93 m²,5 rooms,Furnished
House Goedenraadweg,3077 EH Rotterdam (Beverwaard),Price on request,119 m²,5 rooms,Furnished
House Alexander Dubcekstraat 8,3065 EJ Rotterdam ('s-Gravenland),"€3,100 per month",200 m²,5 rooms,Upholstered
Flat Weena 201,3013 AL Rotterdam (Cs Kwartier),"€2,650 per month",110 m²,3 rooms,Upholstered
Room Schielaan,3043 HE Rotterdam (Overschie),€680 per month,25 m²,1 room,Upholstered
Flat Wilhelminakade,3072 AP Rotterdam (Kop van Zuid),"€3,995 per month",127 m²,3 rooms,Furnished
Flat Noorderhavenkade,3039 RD Rotterdam (Blijdorp),"€2,145 per month",76 m²,3 rooms,Upholstered
Flat Lombardkade,3011 ZG Rotterdam (Stadsdriehoek),"€2,450 per month",90 m²,3 rooms,Furnished
House Breitnerstraat 107 A,3015 XE Rotterdam (Oude Westen),"€2,850 per month",135 m²,4 rooms,Furnished
Flat Brede Hilledijk 638,3072 NK Rotterdam (Katendrecht),"€2,000 per month",105 m²,3 rooms,Furnished
Flat Spoorsingel,3033 GP Rotterdam (Provenierswijk),"€1,494 per month",63 m²,2 rooms,Furnished
Flat Sint-Jacobstraat,3011 DK Rotterdam (Stadsdriehoek),"€2,400 per month",96 m²,5 rooms,Upholstered
Flat Claes de Vrieselaan 21 B,3021 JB Rotterdam (Middelland),"€2,750 per month",178 m²,4 rooms,Upholstered
Flat Osseweistraat,3023 DD Rotterdam (Nieuwe Westen),"€2,500 per month",101 m²,6 rooms,Upholstered
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,595 per month",50 m²,1 room,Furnished
House Flying Dutchmanstraat,3077 ZH Rotterdam (Oud IJsselmonde),"€1,565 per month",99 m²,3 rooms,Shell
Flat Bijlwerffstraat 19 A,3039 VD Rotterdam (Blijdorp),"€2,250 per month",65 m²,3 rooms,Upholstered
Flat Kruisplein,3012 CC Rotterdam (Cool),"€2,500 per month",70 m²,2 rooms,Furnished
Flat Waterloostraat,3062 TL Rotterdam (Kralingen Oost),"€3,000 per month",160 m²,1 room,Furnished
House Ringvaartweg,3065 AE Rotterdam ('s-Gravenland),"€8,500 per month",382 m²,7 rooms,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Kruiskade,3012 EG Rotterdam (Cool),"€2,522 per month",83 m²,2 rooms,Furnished
Flat Gedempte Zalmhaven 190,3016 DT Rotterdam (Nieuwe Werk),"€3,450 per month",112 m²,3 rooms,Furnished
Flat Schieweg,3038 BG Rotterdam (Bergpolder),"€1,675 per month",96 m²,3 rooms,Upholstered
Flat Graaf Florisstraat,3021 CA Rotterdam (Middelland),"€2,800 per month",140 m²,3 rooms,Furnished
Flat Landverhuizersplein 12,3072 MH Rotterdam (Kop van Zuid),"€2,350 per month",103 m²,3 rooms,Upholstered
Flat Gedempte Zalmhaven 527,3011 BT Rotterdam (Stadsdriehoek),"€2,250 per month",125 m²,3 rooms,Upholstered
Flat Wierdsmaplein,3072 MJ Rotterdam (Kop van Zuid),"€2,500 per month",80 m²,2 rooms,Furnished
House Maashavenkade 119,3072 ES Rotterdam (Katendrecht),"€2,600 per month",166 m²,7 rooms,Furnished
Flat Wijnbrugstraat 122,3011 XW Rotterdam (Stadsdriehoek),"€2,550 per month",98 m²,3 rooms,Furnished
Flat Den Uylsingel,3066 TC Rotterdam (Prinsenland),"€1,749 per month",89 m²,3 rooms,Furnished
Flat Gouvernestraat,3014 PN Rotterdam (Oude Westen),"€2,293 per month",108 m²,2 rooms,Furnished
Flat Jaffa,3061 JK Rotterdam (Kralingen West),"€1,825 per month",60 m²,2 rooms,Furnished
Flat Nolensstraat 23 B-02,3039 PL Rotterdam (Blijdorp),"€2,450 per month",107 m²,4 rooms,Upholstered
Flat Binnenrotte 295,3011 HB Rotterdam (Stadsdriehoek),"€2,750 per month",101 m²,3 rooms,Furnished
House Flying Dutchmanstraat,3077 ZH Rotterdam (Oud IJsselmonde),"€1,795 per month",120 m²,3 rooms,Shell
Flat Heemskerkstraat,3038 VE Rotterdam (Bergpolder),"€1,744 per month",50 m²,1 room,Furnished
Flat Schinkelstraat,3061 MN Rotterdam (Kralingen West),"€2,700 per month",90 m²,3 rooms,Furnished
Flat Hoogstraat,3011 PR Rotterdam (Stadsdriehoek),"€2,700 per month",69 m²,4 rooms,Furnished
Flat Korte Hoogstraat,3011 GJ Rotterdam (Stadsdriehoek),"€2,299 per month",85 m²,2 rooms,Furnished
Flat Grotekerkplein,3011 GD Rotterdam (Stadsdriehoek),"€1,795 per month",35 m²,2 rooms,Shell
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€795 per month,7 m²,1 room,Furnished
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€835 per month,7 m²,1 room,Furnished
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€748 per month,7 m²,1 room,Furnished
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€682 per month,7 m²,1 room,Furnished
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€806 per month,7 m²,1 room,Furnished
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€566 per month,7 m²,1 room,Furnished
Studio Saftlevenstraat,3015 BK Rotterdam (Oude Westen),"€1,750 per month",38 m²,2 rooms,Furnished
Flat Zuidplein,3083 CR Rotterdam (Zuidplein),€840 per month,50 m²,3 rooms,
Room Willemskade,3016 DK Rotterdam (Nieuwe Werk),€853 per month,16 m²,1 room,Furnished
Room Hogenbanweg,3028 GV Rotterdam (Oud Mathenesse),€770 per month,63 m²,1 room,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Willem de Zwijgerstraat,3043 VD Rotterdam (Overschie),Price on request,100 m²,1 room,Upholstered or furnished
Flat Waterloostraat,3062 TL Rotterdam (Kralingen Oost),Price on request,78 m²,3 rooms,Furnished
Flat Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"€3,000 per month",130 m²,3 rooms,Furnished
Flat Coolhaven 205,3015 GC Rotterdam (Dijkzigt),"€2,200 per month",105 m²,3 rooms,Furnished
Studio Hendrik Sweijsstraat,3065 NJ Rotterdam ('s-Gravenland),"€2,600 per month",68 m²,3 rooms,Furnished
Flat G.H. Betzweg,3068 AZ Rotterdam (Oosterflank),"€1,936 per month",82 m²,3 rooms,Furnished
Flat Samuel Soesmanstraat 15,3015 GL Rotterdam (Dijkzigt),"€2,600 per month",92 m²,3 rooms,
Flat Den Hertigstraat 52 B,3081 KD Rotterdam (Tarwewijk),"€1,800 per month",85 m²,3 rooms,Furnished
Flat Nassauhaven,3071 JK Rotterdam (Feijenoord),"€2,000 per month",74 m²,3 rooms,Upholstered or furnished
Flat Wijnbrugstraat 353,3011 XW Rotterdam (Stadsdriehoek),"€2,450 per month",110 m²,3 rooms,Furnished
Flat Van Vollenhovenstraat,3016 BJ Rotterdam (Nieuwe Werk),"€2,300 per month",70 m²,2 rooms,Furnished
Flat 's-Gravenweg 657,3065 SC Rotterdam ('s-Gravenland),"€2,800 per month",44 m²,2 rooms,Furnished
House Mecklenburglaan,3062 BJ Rotterdam (Kralingen Oost),"€6,500 per month",386 m²,8 rooms,Upholstered or furnished
Flat 's-Gravenweg,3065 SC Rotterdam ('s-Gravenland),"€2,400 per month",50 m²,2 rooms,Furnished
Flat Oudedijk,3061 AG Rotterdam (Kralingen West),"€2,800 per month",120 m²,3 rooms,Upholstered
Flat Kruiskade,3012 EG Rotterdam (Cool),"€2,104 per month",86 m²,3 rooms,Upholstered
Flat Kruiskade,3012 EG Rotterdam (Cool),"€2,541 per month",84 m²,3 rooms,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,175 per month",45 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,250 per month",45 m²,1 room,Furnished
Flat Maasboulevard 196,3011 TX Rotterdam (Stadsdriehoek),"€2,500 per month",105 m²,3 rooms,Upholstered or furnished
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,995 per month",65 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,200 per month",50 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,125 per month",50 m²,1 room,Furnished
