Name,Location,Price,Area,Rooms,Interior
Flat Philitelaan,5617 AK Eindhoven (Strijp S),"€1,795 per month",104 m²,1 room,
House Tulpstraat,5614 HW Eindhoven (Joriskwartier),"€2,195 per month",126 m²,5 rooms,Upholstered
Flat Lichtstraat,5611 XD Eindhoven (Witte Dame),"€2,950 per month",168 m²,3 rooms,Upholstered
Flat Emmasingel,5611 AZ Eindhoven (Binnenstad),"€2,895 per month",119 m²,3 rooms,Furnished
Flat Gerard Philipslaan,5616 TS Eindhoven (Philipsdorp),"€1,215 per month",54 m²,2 rooms,Upholstered
Flat Gerard Philipslaan,5616 TS Eindhoven (Philipsdorp),"€1,380 per month",64 m²,2 rooms,Upholstered
Flat Gerard Philipslaan,5616 TS Eindhoven (Philipsdorp),"€1,490 per month",77 m²,2 rooms,Upholstered
Flat Gerard Philipslaan,5616 TS Eindhoven (Philipsdorp),€975 per month,39 m²,2 rooms,Upholstered
Flat Meerkollaan,5613 BW Eindhoven (Villapark),"€1,500 per month",66 m²,3 rooms,Upholstered
Flat Meerkollaan,5613 BW Eindhoven (Villapark),€935 per month,80 m²,3 rooms,Upholstered
Flat Meerkollaan,5613 BW Eindhoven (Villapark),"€1,675 per month",80 m²,3 rooms,Upholstered
Flat Machinekamerplein,5617 AP Eindhoven (Strijp S),"€1,650 per month",77 m²,2 rooms,
Flat Machinekamerplein,5617 AP Eindhoven (Strijp S),"€1,650 per month",76 m²,2 rooms,
Flat Pastoor van Arslaan,5622 CK Eindhoven (Barrier),"€1,675 per month",61 m²,3 rooms,Furnished
House Johannes Buijslaan,5652 NL Eindhoven (Lievendaal),"€1,750 per month",140 m²,4 rooms,Upholstered
Flat Kastelenplein 111,5653 LS Eindhoven (Hanevoet),"€1,500 per month",57 m²,2 rooms,Upholstered or furnished
Flat Keizersgracht,5611 GD Eindhoven (Binnenstad),"€1,500 per month",37 m²,2 rooms,Furnished
Flat Cassandraplein 5 13,5631 BA Eindhoven (Oude Gracht-West),"€1,600 per month",37 m²,2 rooms,Upholstered or furnished
Flat Cassandraplein 5 18,5631 BA Eindhoven (Oude Gracht-West),"€1,600 per month",37 m²,2 rooms,Upholstered or furnished
House Count Basiegracht,5629 RC Eindhoven (Blixembosch-Oost),"€5,250 per month",334 m²,8 rooms,Upholstered
House Count Basiegracht,5629 RC Eindhoven (Blixembosch-Oost),"€5,250 per month",316 m²,7 rooms,Upholstered or furnished
Flat Cassandraplein 5 29,5631 BA Eindhoven (Oude Gracht-West),"€1,500 per month",47 m²,2 rooms,Upholstered or furnished
Flat Cassandraplein 5 15,5631 BA Eindhoven (Oude Gracht-West),"€1,600 per month",47 m²,2 rooms,Furnished
